"energy","danceability","tempo","valence","views","likes","stream"
"0.609","0.598","120.177","0.433","21912","256","0"
"0.574","0.577","94.009","0.436","404999375","5394887","237685270"
"0.468","0.483","135.875","0.319","9928703","282832","196665486"
"0.555","0.59","84.027","0.191","368043095","2156715","106694938"
"0.538","0.609","130.015","0.608","65425800","605862","105143682"
"0.481","0.534","124.914","0.293","878651534","6735409","141640304"
"0.771","0.684","119.982","0.539","349523411","2224745","79477830"
"0.729","0.539","112.074","0.435","84218237","923122","60032339"
"0.581","0.657","118.037","0.323","13619357","100178","74341580"
"0.55","0.57","117.999","0.435","73814491","722644","114548526"
"0.893","0.857","108.022","0.845","240651292","2291965","75285958"
"0.429","0.619","90.058","0.545","66364441","632208","91740940"
"0.502","0.51","133.885","0.321","79273746","671799","100903028"
"0.796","0.54","78.99","0.636","33160840","481325","28781713"
"0.761","0.815","121.999","0.82","435786754","4077182","78684300"
"0.485","0.52","143.901","0.407","12680162","126015","42953279"
"0.759","0.609","141.126","0.802","808247","16354","46214786"
"0.3","0.334","147.076","0.158","4548435","96196","25942155"
"0.436","0.533","146.868","0.371","131716526","1124402","49993575"
"0.482","0.651","106.993","0.517","502800","15379","84959335"
"0.394","0.693","104.114","0.721","42252469","405995","0"
"0.262","0.481","122.861","0.375","328482","5849","557368632"
"0.217","0.274","116.334","0.181","7433876","83454","0"
"0.366","0.472","127.163","0.171","474581","7571","0"
"0.536","0.468","126.256","0.785","27865859","217345","0"
"0.373","0.431","128.153","0.253","486448","8034","0"
"0.48","0.359","120.285","0.355","101194","1643","0"
"0.302","0.587","112.46","0.19","6305982","46296","0"
"0.265","0.324","133.568","0.208","33552","0","0"
"0.302","0.357","72.518","0.135","147200","2914","0"
"0.934","0.417","127.066","0.287","1232003777","7083485","949503301"
"0.873","0.413","116.68","0.48","736827328","3961603","628447295"
"0.796","0.47","113.108","0.215","320886690","1974713","347276552"
"0.922","0.364","79.342","0.227","391073429","2007787","340999078"
"0.981","0.538","101.414","0.711","418146594","2399598","441264205"
"0.889","0.451","131.073","0.586","128056329","757083","181343293"
"0.958","0.459","142.707","0.586","572234","3690","146971757"
"0.92","0.274","154.016","0.0397","186246163","802891","184400222"
"0.54","0.46","137.855","0.0506","116004946","554702","90938235"
"0.974","0.493","99.647","0.354","89046","1581","101333051"
"0.943","0.442","85.064","0.781","306195825","1783994","778937392"
"0.988","0.38","186.113","0.769","223477721","1599727","706697133"
"0.432","0.475","94.605","0.648","86982693","569250","493904399"
"0.814","0.546","104.98","0.146","204329776","1636380","572329705"
"0.682","0.496","167.06","0.474","694614010","5750425","551065028"
"0.909","0.531","97.546","0.814","110891049","588715","373991248"
"0.742","0.268","159.779","0.416","470464081","2920109","470768474"
"0.89","0.552","146.525","0.716","118437958","851013","215950182"
"0.827","0.29","167.086","0.45","168152","3045","352299012"
"0.543","0.559","75.958","0.337","29134130","300946","137134525"
"0.449","0.447","92.468","0.036","55189657","1276626","304049897"
"0.0582","0.191","132.614","0.0454","12422512","114821","312614767"
"0.0297","0.231","131.413","0.07","18827869","185950","177586576"
"0.00329","0.316","90.804","0.415","241537","5145","3368451"
"0.00572","0.339","72.7","0.0616","703698","18068","16169290"
"0.00229","0.307","67.775","0.281","602647","14581","30419886"
"0.00958","0.303","72.204","0.212","768901","13389","12822980"
"0.00352","0.218","68.61","0.192","653911","12247","31987794"
"0.206","0.231","141.628","0.136","4092349","60810","85582447"
"0.012","0.208","175.159","0.0391","473964","10849","13213932"
"0.921","0.668","120","0.782","65115769","368298","407737878"
"0.905","0.602","128.019","0.411","249689138","1391854","496116359"
"0.874","0.55","121.61","0.318","172296428","814237","316493449"
"0.963","0.366","137.114","0.211","45980398","254648","188191094"
"0.842","0.585","118.211","0.428","77040741","415034","173292941"
"0.417","0.502","180.301","0.218","162282411","833060","264508776"
"0.883","0.555","125.02","0.507","77060302","604210","207866342"
"0.965","0.408","136.018","0.349","38420858","214006","123322561"
"0.585","0.683","115.997","0.641","111069898","484356","152135034"
"0.476","0.392","78.031","0.234","3584082","26655","771341288"
"0.866","0.37","162.086","0.427","634261334","1992939","315532319"
"0.649","0.39","121.161","0.144","541140942","3105744","806239803"
"0.856","0.445","105.872","0.486","307486563","1024854","233440383"
"0.73","0.653","108.709","0.894","112158305","787792","392902327"
"0.982","0.54","126.294","0.91","56228815","219918","191871078"
"0.76","0.379","99.436","0.491","33597662","212652","329839315"
"0.747","0.308","139.454","0.278","253391021","651715","109653445"
"0.954","0.579","93.448","0.583","5748095","49199","61272691"
"0.823","0.633","115.107","0.444","66608918","246673","75160311"
"0.982","0.354","143.772","0.194","356487151","2211238","525198814"
"0.974","0.291","134.724","0.348","249436786","1421839","383553771"
"0.981","0.568","135.146","0.307","472423591","3598519","440543539"
"0.98","0.407","131.066","0.537","26386968","255982","112251097"
"0.996","0.382","93.345","0.327","132263461","696184","297647780"
"0.946","0.427","101.305","0.237","131946894","1634462","228741006"
"0.939","0.398","92.027","0.235","382685788","2607369","289911594"
"0.69","0.544","123.962","0.219","151293970","1215219","265277606"
"0.991","0.516","95.017","0.402","20236075","611649","24596630"
"0.442","0.589","122.688","0.0904","72085231","531060","120556550"
"0.893","0.375","174.323","0.434","5920778","94047","1568357013"
"0.936","0.328","162.97","0.31","5216690","82027","0"
"0.558","0.331","150.19","0.0985","40670355","280372","222997016"
"0.817","0.293","150.249","0.138","7602328","43830","310236960"
"0.822","0.286","90.96","0.19","41433735","209073","196083015"
"0.913","0.359","104.058","0.589","62494588","267021","120315940"
"0.905","0.484","125.414","0.486","7313387","67141","98442003"
"0.458","0.433","115.213","0.23","17748202","94151","0"
"0.825","0.194","169.974","0.35","1097539","16688","0"
"0.561","0.491","134.881","0.543","10810618","50735","42404903"
"0.795","0.464","158.691","0.612","434986145","3050582","834723073"
"0.932","0.631","122.429","0.971","60003095","365496","472974502"
"0.863","0.723","136.302","0.931","142710738","943127","561632246"
"0.63","0.634","118.628","0.489","96605037","469835","470944917"
"0.668","0.702","116.063","0.561","50887107","292770","465192981"
"0.878","0.783","100.626","0.885","22589323","239167","318262316"
"0.554","0.429","136.302","0.407","62281290","373853","282086014"
"0.389","0.432","139.506","0.158","5082767","62311","218360742"
"0.71","0.795","109.689","0.845","15303624","107900","154402021"
"0.62","0.32","86.327","0.472","19965898","273817","149203954"
"0.226","0.18","94.079","0.048","24110","505","184183799"
"0.0968","0.286","62.881","0.0395","2253213","32073","274717861"
"0.302","0.493","107.425","0.157","1825118","19078","20954709"
"0.0173","0.311","95.985","0.0658","1914243","18952","99255767"
"0.336","0.448","107.351","0.0364","2542697","34153","15024672"
"0.0585","0.304","119.975","0.0371","17641271","174881","67756753"
"0.174","0.145","100.089","0.132","1460405","12277","58570028"
"0.222","0.169","110.877","0.0397","12702181","66885","55582162"
"0.853","0.269","141.581","0.179","33943823","388244","221006767"
"0.781","0.443","71.841","0.372","34336850","265625","176388309"
"0.965","0.206","92.615","0.168","36805017","318193","122225430"
"0.634","0.367","89.981","0.0964","27042523","301823","100152537"
"0.859","0.47","124.01","0.17","17205","497","60617517"
"0.613","0.285","126.628","0.0772","103341","3182","49317095"
"0.446","0.472","77.562","0.0456","1317557","30269","42567093"
"0.906","0.431","125.459","0.53","1233459","11311","31416260"
"0.859","0.338","92.966","0.504","3807263","43899","64987410"
"0.87","0.449","79.952","0.229","34336850","265625","36638392"
"0.897","0.434","148.726","0.684","332704458","1581923","798081462"
"0.951","0.391","157.66","0.468","91222822","498740","521711460"
"0.781","0.664","110","0.593","351164165","1840581","597137046"
"0.928","0.579","95.594","0.882","199905842","914915","324986783"
"0.905","0.606","143.952","0.706","13377823","308826","23876669"
"0.775","0.52","136.028","0.382","146038465","596518","243561772"
"0.959","0.41","193.155","0.83","81675630","292705","179613789"
"0.962","0.411","173.143","0.622","68581920","264005","138444397"
"0.972","0.426","111.221","0.341","77978075","297202","219251033"
"0.78","0.519","145.125","0.166","89303151","398587","105326686"
"0.72","0.916","103.312","0.76","325433542","2096610","617214277"
"0.559","0.776","122.242","0.758","325433542","2096610","562706540"
"0.675","0.655","77.589","0.587","325433542","2096610","263155760"
"0.449","0.486","100.456","0.549","36838035","438137","344532624"
"0.758","0.489","112.113","0.435","29328667","356411","398055023"
"0.686","0.635","125.988","0.464","6078627","53197","310269583"
"0.403","0.31","134.48","0.466","109314906","954906","309430985"
"0.384","0.445","123.295","0.216","41462565","374784","263426694"
"0.743","0.654","114.846","0.632","38558686","398788","238006778"
"0.938","0.358","182.836","0.944","24819682","204349","142180837"
"0.308","0.559","113.633","0.414","1755891","29636","155279152"
"0.605","0.56","144.478","0.756","8640940","121706","176688422"
"0.554","0.515","80.146","0.509","5426092","87437","119712975"
"0.887","0.532","122.511","0.795","1001651093","4560379","1136987099"
"0.96","0.541","122.803","0.812","344914092","1568340","803312398"
"0.913","0.551","119.992","0.544","1215486930","6590921","633798307"
"0.659","0.383","140.795","0.327","906667845","3364863","399920066"
"0.802","0.252","150.056","0.253","177513233","872881","335808355"
"0.596","0.309","164.587","0.161","320174390","1144189","277814070"
"0.899","0.475","152.445","0.603","137551093","566860","197345911"
"0.727","0.437","73.029","0.233","268058381","958921","163694429"
"0.973","0.555","118.642","0.805","48224548","207031","144299907"
"0.342","0.385","132.864","0.131","2863878","35911","78748335"
"0.775","0.816","93.431","0.527","1233860763","9629569","1085977338"
"0.909","0.922","95.295","0.309","623064998","5614192","754591572"
"0.74","0.924","133.974","0.621","201863792","1505962","601201524"
"0.821","0.772","91.921","0.77","234983","1114","307494929"
"0.946","0.594","155.826","0.397","482937774","2958284","283879765"
"0.777","0.672","90.575","0.238","7735120","84144","122828295"
"0.88","0.765","168.96","0.929","12036263","87956","196936815"
"0.869","0.919","117.03","0.655","34499","649","54127300"
"0.866","0.444","94.968","0.375","194414043","968198","118973790"
"0.697","0.741","116.109","0.774","299246333","2268246","975300588"
"0.663","0.64","132.77","0.663","93089677","746107","904262158"
"0.774","0.508","178.946","0.942","51013150","280742","568442546"
"0.641","0.699","120.745","0.728","1700590","21228","221908951"
"0.544","0.858","108.217","0.874","29006667","139447","303815108"
"0.772","0.702","141.694","0.973","66052065","331763","128916089"
"0.908","0.606","130.12","0.773","5546781","43760","211189899"
"0.873","0.627","123.113","0.628","7921737","42678","151656881"
"0.756","0.773","105.322","0.912","111018934","562192","178387111"
"0.601","0.656","117.296","0.576","21775206","100897","100789298"
"0.429","0.54","110.171","0.113","112720876","762547","803376048"
"0.774","0.564","100.894","0.657","169626279","891840","531487905"
"0.534","0.392","181.305","0.325","144625593","617689","447961684"
"0.926","0.539","136.279","0.454","177102206","685207","434312667"
"0.944","0.543","101.174","0.735","963144","19714","312372765"
"0.724","0.49","125.812","0.292","60858124","218869","141713043"
"0.843","0.458","105.701","0.713","97311333","402933","199004519"
"0.641","0.524","141.65","0.482","58474426","171485","106597387"
"0.819","0.416","140.083","0.632","65513552","222605","108148330"
"0.378","0.551","106.004","0.242","280321","7373","1646179"
"0.562","0.934","96.792","0.712","37353144","314682","97613307"
"0.414","0.905","99.133","0.758","50038923","284168","41909680"
"0.416","0.912","90.013","0.677","8077133","111121","53098241"
"0.701","0.945","107.036","0.617","164632766","1354860","32805017"
"0.601","0.604","82.261","0.829","230534","4634","41273101"
"0.683","0.858","100.238","0.779","15845590","154812","4643075"
"0.517","0.736","92.048","0.116","85998","1886","33117711"
"0.342","0.859","97.08","0.395","5428329","37435","10372883"
"0.955","0.849","122.984","0.545","8077133","111121","34975020"
"0.433","0.818","90.096","0.677","196434","1678","11303566"
"0.973","0.69","143.957","0.772","556400144","2467146","426730287"
"0.758","0.696","129.943","0.859","197423800","717682","278822916"
"0.876","0.543","142.995","0.637","29331292","483761","57873543"
"0.536","0.348","150.586","0.199","44480443","352972","179230151"
"0.731","0.751","97.007","0.973","185723950","1156885","275765175"
"0.841","0.673","97.027","0.94","162772420","870329","176365330"
"0.643","0.601","76.979","0.387","71016227","347023","111397248"
"0.715","0.486","84.092","0.637","95611453","373586","143679291"
"0.698","0.616","85.003","0.714","111292554","398944","97521080"
"0.506","0.602","95.006","0.531","131030317","550734","88702739"
"0.903","0.543","162.241","0.962","93489019","275839","248023939"
"0.809","0.643","112.677","0.499","84249874","205095","227749183"
