"track","artist","album","energy","danceability","views","likes","comments","stream","engagement_rate"
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","Skylar Grey","Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]","0.692","0.664","33481194","827710","38250","139936848","0.024721639258145932"
"Sweet Yamz","Fetty Wap","Sweet Yamz","0.692","0.629","2560607","82574","3723","11368810","0.03224782248896453"
"Last Kiss","Pearl Jam","Last Kiss","0.692","0.622","16254331","131331","3513","230392759","0.008079754251343841"
"I WANNA SEE SOME ASS (feat. jetsonmade)","Jack Harlow","Sweet Action","0.691","0.899","12290211","180289","6563","219724644","0.014669316905950597"
"Adada Mazhaida (From ""Paiya"")","Saindhavi","My Playlist: Yuvanshankar Raja","0.691","0.891","52585462","235063","7119","12173210","0.004470113812064635"
"Sigo Buscandote","Ovy On The Drums","Sigo Buscandote","0.691","0.859","46934568","201006","3622","67660196","0.004282685631622304"
"Caught Out There","Kelis","Kaleidoscope","0.691","0.848","8593948","86014","5213","13299363","0.010008671218396947"
"Amante Bandido","Miguel Bosé","Bandido","0.691","0.748","25202715","120278","6494","98540015","0.004772422336244329"
"Crimewave","Crystal Castles","Crystal Castles","0.691","0.746","8544843","240024","4874","140564255","0.028089925116236775"
"Tequila y Limón","Standly","Tequila y Limón","0.691","0.745","19795097","210887","5459","20718835","0.010653496671423231"
"En Su Nota (Remix)","Brray","En Su Nota (Remix)","0.691","0.742","1833005","21342","366","2068602","0.011643176096082663"
"Doob Ja","Salim–Sulaiman","Bhoomi 2022","0.691","0.72","6372135","56731","1984","1489706","0.008902981496782475"
"North Memphis","Project Pat","Ghetty Green","0.691","0.713","1332867","12396","589","5809633","0.009300252763404"
"No Sleep Till Brooklyn","Beastie Boys","Licensed To Ill","0.691","0.712","46709599","321480","12113","123249081","0.006882525367002187"
"Enakkoru Snehidhi","Mahalakshmi Iyer","Priyamaanavale (Original Motion Picture Soundtrack)","0.691","0.695","18207590","103215","3316","4167002","0.005668789773934936"
"Barbie & Ken","Set It Off","Barbie & Ken","0.691","0.686","3011268","94511","2707","6389412","0.031385781670711474"
"2002","Apache 207","Ich & keine Maske","0.691","0.657","516147","5878","162","137429216","0.011388228547293697"
"2002","Sido","Ich & keine Maske","0.691","0.657","23306207","204035","4085","137429216","0.008754534789809428"
"Shinigami Eyes","Grimes","Shinigami Eyes","0.691","0.632","17026535","573332","35181","29900473","0.03367285240361589"
"2 A.M.","King Von","Levon James","0.69","0.942","33717859","355032","9752","34137407","0.01052949417695827"
"Bananza (Belly Dancer)","Akon","Trouble","0.69","0.875","51305314","746126","14061","103058849","0.01454286002420724"
"COFFEE","Kelly Rowland","COFFEE","0.69","0.857","8188815","322823","19162","18394111","0.03942243169493999"
"Ferrari","James Hype","Ferrari","0.69","0.847","7495681","78903","604","336824862","0.010526461838490726"
"Ferrari","Miggy Dela Rosa","Ferrari","0.69","0.847","7495681","78903","604","0","0.010526461838490726"
"Ferrari","James Hype","Ferrari","0.69","0.847","7495681","78903","604","336824862","0.010526461838490726"
"Ferrari","Miggy Dela Rosa","Ferrari","0.69","0.847","7495681","78903","604","0","0.010526461838490726"
"Saca, Prende y Sorprende","Cultura Profética","Saca, Prende Y Sorprende","0.69","0.842","43501032","242745","4916","69056251","0.0055802124418565515"
"No Se","Ke Personajes","No Se","0.69","0.838","24355314","138596","3172","18979153","0.005690585635644032"
"Essence (feat. Justin Bieber & Tems)","Tems","Made In Lagos: Deluxe Edition","0.69","0.836","33962413","304454","13145","106581679","0.00896443959974222"
"Essence (feat. Justin Bieber & Tems)","Wizkid","Made In Lagos: Deluxe Edition","0.69","0.836","33962325","304454","13145","106581679","0.008964462827559656"
"Essence (feat. Justin Bieber & Tems)","Tems","Made In Lagos: Deluxe Edition","0.69","0.836","33962413","304454","13145","106581679","0.00896443959974222"
"Essence (feat. Justin Bieber & Tems)","Wizkid","Made In Lagos: Deluxe Edition","0.69","0.836","33962325","304454","13145","106581679","0.008964462827559656"
"Deixa de Onda (Porra Nenhuma)","DENNIS","Deixa de Onda (Porra Nenhuma)","0.69","0.815","66132611","634720","10515","105559155","0.009597685474719878"
"Clothes Off!!","Gym Class Heroes","As Cruel as School Children","0.69","0.761","24682852","75342","7464","21018604","0.0030524025343586715"
"Prada (feat. Lil Tecca)","24kGoldn","Prada (feat. Lil Tecca)","0.69","0.686","11559335","265937","6659","52629683","0.02300625425251539"
"METAMORPHOSIS - Sped Up","INTERWORLD","METAMORPHOSIS (Sped Up)","0.69","0.679","8359840","148520","1555","57161442","0.017765890256272846"
"Kings & Queens","Ava Max","Heaven & Hell","0.69","0.637","308964632","3348937","83450","728146413","0.010839224471492258"
"El Perdón (with Enrique Iglesias)","Enrique Iglesias","Fénix","0.69","0.628","57041863","446376","11569","765561212","0.007825410611150621"
"El Perdón (with Enrique Iglesias)","Nicky Jam","Fénix","0.69","0.628","1381668642","4089045","96876","765561212","0.0029594975782912787"
"Iam The Stripclub","Iggy Azalea","The End of an Era","0.689","0.943","13321933","235570","31388","18969948","0.01768286929531923"
"The Blue Wrath","I Monster","Remixed","0.689","0.848","2224661","32798","2603","3040501","0.014742920382026745"
"Soñar","Morad","Soñar","0.689","0.816","28558357","254029","4365","44082759","0.00889508454565506"
"CUFF IT","Beyoncé","RENAISSANCE","0.689","0.78","8893257","135456","2986","354986175","0.015231315141348102"
"44","Niska","Le monde est méchant","0.689","0.771","14594501","172645","4038","30611629","0.011829455491489569"
"Te lo agradezco, pero no (feat. Shakira)","Alejandro Sanz","El tren de los momentos","0.689","0.76","35309110","133486","3278","84956063","0.0037804974410286752"
"Hate You + Love You (feat. AJ Mitchell)","Cheat Codes","Hate You + Love You (feat. AJ Mitchell)","0.689","0.755","2425448","37024","795","52786842","0.0152648088105785"
"Muevan las Industrías","Los Prisioneros","Pateando Piedras","0.689","0.727","4480220","27621","2045","0","0.00616509903531523"
"Deal With It (feat. Kelis)","Kelis","DEMIDEVIL","0.689","0.712","33900907","665366","21188","72313339","0.01962679051625374"
"Lil Bit (feat. Florida Georgia Line)","Nelly","Heartland","0.689","0.707","30437446","263824","5362","188984717","0.008667744330454008"
"Lil Bit (feat. Florida Georgia Line)","Nelly","Heartland","0.689","0.707","30437446","263824","5362","188984717","0.008667744330454008"
"Lil Bit (feat. Florida Georgia Line)","Florida Georgia Line","Heartland","0.689","0.707","30437719","263826","5362","188984717","0.008667732296234156"
"Lil Bit (feat. Florida Georgia Line)","Florida Georgia Line","Heartland","0.689","0.707","30437719","263826","5362","188984717","0.008667732296234156"
"Cheeseburger In Paradise","Jimmy Buffett","Son Of A Son Of A Sailor","0.689","0.698","4586348","13591","1537","40917351","0.002963359954368923"
"Fantasma","Zion","The Perfect Melody","0.689","0.633","37670242","139365","4663","31526976","0.00369960458443564"
"Más Muerto Que Vivo","Intocable","Más Muerto Que Vivo","0.689","0.628","8211534","75201","1533","15062982","0.009157972188874819"
"Más Muerto Que Vivo","Intocable","Más Muerto Que Vivo","0.689","0.628","8211534","75201","1533","15062982","0.009157972188874819"
"Más Muerto Que Vivo","Matisse","Más Muerto Que Vivo","0.689","0.628","8211617","75203","1533","15062982","0.009158123180854636"
"Más Muerto Que Vivo","Matisse","Más Muerto Que Vivo","0.689","0.628","8211617","75203","1533","15062982","0.009158123180854636"
"Llamame Bebe","Pailita","Llamame Bebe","0.688","0.808","14511677","215081","5166","20161636","0.014821236718540524"
"Llamame Bebe","Young Cister","Llamame Bebe","0.688","0.808","14510516","215067","5166","20161636","0.014821457762080962"
"Llamame Bebe","Young Cister","Llamame Bebe","0.688","0.808","14510516","215067","5166","20161636","0.014821457762080962"
"Llamame Bebe","Cris Mj","Llamame Bebe","0.688","0.808","14511677","215080","5166","20161636","0.014821167808517237"
"Llamame Bebe","Pailita","Llamame Bebe","0.688","0.808","14511677","215081","5166","20161636","0.014821236718540524"
"Llamame Bebe","Young Cister","Llamame Bebe","0.688","0.808","14510516","215067","5166","20161636","0.014821457762080962"
"Llamame Bebe","Cris Mj","Llamame Bebe","0.688","0.808","14511677","215080","5166","20161636","0.014821167808517237"
"Llamame Bebe","Cris Mj","Llamame Bebe","0.688","0.808","14511677","215080","5166","20161636","0.014821167808517237"
"Llamame Bebe","Pailita","Llamame Bebe","0.688","0.808","14511677","215081","5166","20161636","0.014821236718540524"
"Complicado","Gera MX","No Teníamos Nada, Pero Éramos Felices","0.688","0.803","41798818","518537","14490","37675406","0.012405542185427349"
"Ponle - Remix","Marcianeke","Ponle (Remix)","0.688","0.799","35308934","213494","6296","28249501","0.006046458383592096"
"Eine Idee","Bonez MC","Palmen aus Plastik 3","0.688","0.759","1587530","32327","1721","16089604","0.02036307975282357"
"El Pirata","Edgardo Nuñez","Sigan Hablando","0.688","0.759","10366519","56504","506","865476","0.005450624264519266"
"Eine Idee","RAF Camora","Palmen aus Plastik 3","0.688","0.759","1587526","32327","1721","16089604","0.020363131060530663"
"Eine Idee","RAF Camora","Palmen aus Plastik 3","0.688","0.759","1587526","32327","1721","16089604","0.020363131060530663"
"Eine Idee","Bonez MC","Palmen aus Plastik 3","0.688","0.759","1587530","32327","1721","16089604","0.02036307975282357"
"Move On","Mike Posner","A Real Good Kid","0.688","0.736","17381511","526159","15723","54093438","0.030271188736123115"
"Write This Down","George Strait","Always Never The Same","0.688","0.729","50354127","177932","4887","112547787","0.00353361304426944"
"Born To Be Yours","Kygo","Born To Be Yours","0.688","0.688","59180206","452091","7045","506258880","0.007639226534628825"
"Everything","Michael Bublé","Call Me Irresponsible","0.688","0.686","119290616","391921","14094","270525777","0.0032854302638524392"
"Time","NF","The Search","0.688","0.677","77869352","1355686","46091","209246207","0.017409750629490277"
"The Truth","James Blunt","Once Upon a Mind","0.688","0.673","4714007","58424","1968","50640864","0.012393702427679891"
"A Milli","Lil Wayne","Tha Carter III (MTV Bonus Version)","0.688","0.663","11856519","192622","4934","432215037","0.016246083694548122"
"Thooriga - From ""Navarasa""","Karthik","Thooriga (From ""Navarasa"")","0.688","0.662","13189962","166187","3650","25023782","0.01259950559372347"
"Volando - Remix","Mora","Volando (Remix)","0.688","0.659","2863344","23316","217","545505864","0.008142926592124454"
"Volando - Remix","Sech","Volando (Remix)","0.688","0.659","2863325","23315","217","545505864","0.008142631381348606"
"Volando - Remix","Mora","Volando (Remix)","0.688","0.659","2863344","23316","217","545505864","0.008142926592124454"
"Volando - Remix","Sech","Volando (Remix)","0.688","0.659","2863325","23315","217","545505864","0.008142631381348606"
"KILL4ME","Marilyn Manson","Heaven Upside Down","0.688","0.635","6249163","56833","1536","53475362","0.009094497935163478"
"City Girls","YNW Melly","We All Shine","0.688","0.631","30459820","479744","19648","67312377","0.015750060243297562"
"Shit","Bo Burnham","INSIDE","0.687","0.939","1792185","51240","1083","71989565","0.028590798382979437"
"Pose (Bonus Track) (feat. Lil Uzi Vert)","Yo Gotti","Untrapped","0.687","0.938","21166674","361499","11542","64356166","0.01707868699636041"
"Yun Hi Chala Chal (From ""Swades"")","Kailash Kher","Best Of Kailash Kher","0.687","0.822","49049587","265216","7616","11897515","0.005407099554171578"
"Cream On Chrome","Ratatat","Magnifique","0.687","0.794","14821650","121254","3421","25496623","0.008180870550849602"
"Gangsta","Karan Aujla","Way Ahead","0.687","0.791","43294689","689376","51857","40499829","0.01592287682214324"
"Galactic","Maes","Galactic","0.687","0.79","5316565","78096","2657","9409212","0.014689183711663452"
"Living It Up","Damian Marley","Stony Hill","0.687","0.782","24950714","225751","5976","33208433","0.009047877347317596"
"Wishlist (feat. Kaprila)","Dino James","Wishlist (feat. Kaprila)","0.687","0.771","63280126","1656784","36323","27174839","0.0261817430641652"
"Grapefruit","Tove Lo","Dirt Femme","0.687","0.722","1791439","54373","2023","15794362","0.030351577698152155"
"Tonight's Da Night","Redman","Whut? Thee Album","0.687","0.697","3359733","55740","2043","59340982","0.016590604074788087"
"Call It Love - Klingande Remix","Ray Dalton","Call It Love (Klingande Remix)","0.687","0.671","6035929","57024","686","1153344","0.009447427231168558"
"How Long - From""Euphoria"" An HBO Original Series","Tove Lo","How Long (From ""Euphoria"" An HBO Original Series)","0.687","0.668","3124821","58451","1190","47654920","0.01870539144482196"
"Manasellam Mazhaiye","Saindhavi","Saguni","0.687","0.629","19157452","130153","3526","8065934","0.006793857554752062"
"Dia Azul","Teto","previas.zip","0.686","0.845","34308528","683106","15019","42370422","0.01991067643589955"
"In De Schuur","Ronnie Flex","Lars","0.686","0.776","9855108","51832","2027","40546255","0.005259404564617658"
"Sunroof (feat. 24kGoldn)","24kGoldn","Sunroof (feat. 24kGoldn)","0.686","0.77","167278","4062","176","7038410","0.024282930211982447"
"Sunroof (feat. 24kGoldn)","Nicky Youre","Sunroof (feat. 24kGoldn)","0.686","0.77","66575743","824431","10579","0","0.012383354099405244"
"Sunroof (feat. 24kGoldn)","dazy","Sunroof (feat. 24kGoldn)","0.686","0.77","66573172","824417","10579","0","0.012383622039220244"
"Sunroof (feat. 24kGoldn)","Nicky Youre","Sunroof (feat. 24kGoldn)","0.686","0.77","66575743","824431","10579","0","0.012383354099405244"
"Sunroof (feat. 24kGoldn)","dazy","Sunroof (feat. 24kGoldn)","0.686","0.77","66573172","824417","10579","0","0.012383622039220244"
"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)","Marracash","Famoso","0.686","0.77","19879327","197183","8773","22397462","0.00991899776083969"
"Sunroof (feat. 24kGoldn)","24kGoldn","Sunroof (feat. 24kGoldn)","0.686","0.77","167278","4062","176","7038410","0.024282930211982447"
"Sombra Loca","Gilberto Santa Rosa","Auténtico","0.686","0.761","47610509","129218","2191","27269897","0.002714064661648545"
"Jolie (feat. Ninho)","Ninho","La Gaule, Vol.1","0.686","0.717","6756224","88893","2207","8132722","0.013157201419017486"
"Satellite","Dave Matthews Band","Under the Table and Dreaming (Expanded Edition)","0.686","0.711","2126012","2803","486","41913707","0.00131843094018284"
"Satellite","Dave Matthews Band","Under the Table and Dreaming (Expanded Edition)","0.686","0.711","2126012","2803","486","41913707","0.00131843094018284"
"Bájale","Eden Muñoz","Consejos Gratis","0.686","0.709","12118894","95297","1082","24719283","0.007863506356273106"
"Gone","John Newman","Gone","0.686","0.706","179645","5920","243","1621834","0.03295388126582983"
"Gone","John Newman","Gone","0.686","0.706","179645","5920","243","1621834","0.03295388126582983"
"Outro","UZI","Kan","0.686","0.688","35167","238","4","33388355","0.0067677083629539055"
"Never Tear Us Apart","INXS","Kick","0.686","0.665","59857735","461403","13665","245704292","0.0077083270858812145"
"Never Tear Us Apart","INXS","Kick","0.686","0.665","59857735","461403","13665","245704292","0.0077083270858812145"
"Record Player","AJR","All You Need Is Time (Deluxe Edition)","0.686","0.665","2409362","42544","988","46523912","0.017657786584166266"
"Sarah","Alex G","Trick","0.686","0.65","2787571","80134","2462","46916616","0.028746891110576198"
"Ojitos Lindos","Bad Bunny","Un Verano Sin Ti","0.686","0.647","3188811","38370","919","872322869","0.012032698080883438"
"Ojitos Lindos","Bomba Estéreo","Un Verano Sin Ti","0.686","0.647","238019371","1657209","17890","872322869","0.006962496342367026"
"Rebel Rebel - 2016 Remaster","David Bowie","Diamond Dogs (2016 Remaster)","0.686","0.635","6078627","53197","1780","310269583","0.008751482859533904"
"Baby I Need Your Loving","Four Tops","Four Tops","0.686","0.632","7656999","43176","3144","57376232","0.005638762653619257"
"Eastside (with Halsey & Khalid)","benny blanco","FRIENDS KEEP SECRETS","0.686","0.632","632403061","2781145","34795","1424962511","0.004397741205746631"
"Eastside (with Halsey & Khalid)","Khalid","FRIENDS KEEP SECRETS","0.686","0.632","632400004","2781127","34795","1424962511","0.004397734001279355"
"Eastside (with Halsey & Khalid)","Halsey","FRIENDS KEEP SECRETS","0.686","0.632","4640160","136695","3524","1424962511","0.029459113478845556"
"JOAN OF ARC","Night Lovell","Goodnight Lovell","0.685","0.906","45967081","481496","2935","113155404","0.0104748004338148"
"Que Duro","Blessd","Siempre Blessd","0.685","0.89","20351751","179525","29075","17787303","0.008821108316429382"
"Hot Shit (feat. Ye & Lil Durk)","Lil Durk","Hot Shit (feat. Ye & Lil Durk)","0.685","0.878","23981496","497970","32185","68777995","0.02076475962967448"
"Hot Shit (feat. Ye & Lil Durk)","Lil Durk","Hot Shit (feat. Ye & Lil Durk)","0.685","0.878","23981496","497970","32185","68777995","0.02076475962967448"
"Hot Shit (feat. Ye & Lil Durk)","Cardi B","Hot Shit (feat. Ye & Lil Durk)","0.685","0.878","23981521","497970","32185","68777995","0.020764737983049533"
"Hot Shit (feat. Ye & Lil Durk)","Cardi B","Hot Shit (feat. Ye & Lil Durk)","0.685","0.878","23981521","497970","32185","68777995","0.020764737983049533"
"Jumpin', Jumpin'","Destiny's Child","The Writing's On The Wall","0.685","0.771","49770605","221038","6195","244936709","0.004441135485493897"
"No Se Va","Morat","Balas Perdidas","0.685","0.734","211351460","1215004","25203","270341650","0.005748737198219497"
"This Feeling","Vintage Culture","This Feeling","0.685","0.696","1521298","14321","541","14695860","0.009413671746101027"
"This Feeling","Vintage Culture","This Feeling","0.685","0.696","1521298","14321","541","14695860","0.009413671746101027"
"This Feeling","Vintage Culture","This Feeling","0.685","0.696","1521298","14321","541","14695860","0.009413671746101027"
"grace","Fujii Kaze","grace","0.685","0.668","15700921","359695","18097","18332862","0.022909165647034338"
"Coração Pirata","Eduardo Costa","Coração Pirata","0.685","0.667","47003044","361162","15057","27611590","0.00768380022366211"
"Recuerdos","Banda Pequeños Musical","Recuerdos y algo más","0.685","0.626","10752236","25014","878","11175528","0.0023263998297656414"
"Recuerdos","Banda Pequeños Musical","Recuerdos y algo más","0.685","0.626","10752236","25014","878","11175528","0.0023263998297656414"
"Vroom Vroom","Charli XCX","Vroom Vroom EP","0.684","0.836","16334365","286370","11425","64423414","0.017531749780294488"
"Kampfgeist V","Kontra K","Für den Himmel durch die Hölle","0.684","0.831","1850808","43581","1962","7520519","0.023547012980276723"
"What's Happenin!","Ying Yang Twins","Me & My Brother","0.684","0.829","9539008","56648","1805","13446125","0.005938563003616309"
"Bad Chick","CRO","Melodie","0.684","0.775","46814185","311404","10465","77490198","0.006651915439732637"
"It's Still Rock and Roll to Me","Billy Joel","Glass Houses","0.684","0.752","22206407","117360","4191","156162446","0.0052849612276312866"
"RELOJES REVENTADOS","YSY A","YSYSMO","0.684","0.745","3326300","65309","1108","10136739","0.019634128010101313"
"El Gavilán","Tony Aguirre","El Gavilán","0.684","0.724","40236793","362611","3788","66475509","0.009011925975313192"
"El Gavilán","Peso Pluma","El Gavilán","0.684","0.724","40236872","362613","3788","67401395","0.00901195798719145"
"El Gavilán","Luis R Conriquez","El Gavilán","0.684","0.724","40236793","362611","3788","67401395","0.009011925975313192"
"El Gavilán","Tony Aguirre","El Gavilán","0.684","0.724","40236793","362611","3788","66475509","0.009011925975313192"
"El Gavilán","Peso Pluma","El Gavilán","0.684","0.724","40236872","362613","3788","67401395","0.00901195798719145"
"El Gavilán","Luis R Conriquez","El Gavilán","0.684","0.724","40236793","362611","3788","67401395","0.009011925975313192"
"El Gavilán","Tony Aguirre","El Gavilán","0.684","0.724","40236793","362611","3788","66475509","0.009011925975313192"
"El Gavilán","Peso Pluma","El Gavilán","0.684","0.724","40236872","362613","3788","67401395","0.00901195798719145"
"El Gavilán","Luis R Conriquez","El Gavilán","0.684","0.724","40236793","362611","3788","67401395","0.009011925975313192"
"Demon Time (feat. Ski Mask The Slump God)","Ski Mask The Slump God","Trip At Knight (Complete Edition)","0.684","0.718","11928999","270167","10922","51181340","0.022647918739870796"
"Mbappe","Eladio Carrion","SEN2 KBRN VOL. 2","0.684","0.712","15332944","263852","5074","41758224","0.01720817606847061"
"No Other Heart","Mac DeMarco","Another One","0.684","0.67","8732469","135005","1779","82243410","0.015460117865863595"
"Waste It On Me","Steve Aoki","Neon Future III","0.684","0.669","52218892","1771638","79260","254167623","0.03392714652007553"
"Last Resort (Reloaded)","Papa Roach","Last Resort (Reloaded)","0.684","0.639","10163917","156422","5943","41921153","0.015389932837900978"
"Thot Shit","Megan Thee Stallion","Something for Thee Hotties","0.683","0.949","57253168","1175835","52710","252117867","0.020537466153837985"
"Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix","Nate Dogg","A Tribute to the King of G-Funk (Deluxe Version)","0.683","0.858","15845590","154812","3393","4643075","0.00977003696296572"
"Ff Ademen Jij","Boef","Ff Ademen Jij","0.683","0.798","1671975","24466","1213","6161767","0.014632993914382691"
"VIBE (feat. Jimin of BTS)","TAEYANG","VIBE (feat. Jimin of BTS)","0.683","0.78","66310951","0","302537","41635385","0"
"VIBE (feat. Jimin of BTS)","Jimin","VIBE (feat. Jimin of BTS)","0.683","0.78","66316202","0","302569","0","0"
"VIBE (feat. Jimin of BTS)","TAEYANG","VIBE (feat. Jimin of BTS)","0.683","0.78","66310951","0","302537","41635385","0"
"VIBE (feat. Jimin of BTS)","Jimin","VIBE (feat. Jimin of BTS)","0.683","0.78","66316202","0","302569","0","0"
"How Will I Know","Whitney Houston","I Wanna Dance With Somebody (The Movie: Whitney New, Classic and Reimagined)","0.683","0.758","129596945","542989","20742","79724836","0.004189828703138026"
"How Will I Know","Clean Bandit","I Wanna Dance With Somebody (The Movie: Whitney New, Classic and Reimagined)","0.683","0.758","8472743","103099","2137","79724836","0.012168314322764186"
"Esta Noche","Charles Ans","Smile","0.683","0.723","3741392","19870","113","33652823","0.005310857563174348"
"Stadtaffe","Peter Fox","Stadtaffe","0.683","0.721","4504124","12218","777","31776984","0.0027126251408708998"
"2002","Anne-Marie","Speak Your Mind (Deluxe)","0.683","0.697","729409155","4972788","104097","1270986108","0.006817556327490844"
"3 Estrellas en el Conjunto","Duki","3 Estrellas en el Conjunto","0.683","0.683","2343434","29778","1001","6403058","0.012706993241542112"
"DUBAI","Nko","DUBAI","0.683","0.678","17738419","305922","9638","32689521","0.01724629461058508"
"Things A Man Oughta Know","Lainey Wilson","Sayin' What I'm Thinkin'","0.683","0.659","4944652","53881","1311","100188736","0.0108968234771628"
"Subtitle","OFFICIAL HIGE DANDISM","Subtitle","0.683","0.649","55800516","371961","10054","53434721","0.006665906100223159"
"Be Your Girl (Kaytranada Edition)","KAYTRANADA","Be Your Girl (Kaytranada Edition)","0.682","0.864","9771922","115650","221","60630476","0.01183492868649586"
"Celeb","PSY","PSY 9th","0.682","0.832","21763639","760894","25788","3242039","0.034961708379742926"
"Hennessy","Cazzu","Sauce Boyz","0.682","0.829","6617661","100830","1115","16360321","0.015236501235104064"
"No Que No Eras Fan","La Santa Grifa","Canciones Mamalonas 2","0.682","0.829","25209937","341844","12645","31870122","0.013559891085804776"
"El Telefono","Héctor ""El Father""","The Bad Boy","0.682","0.808","1655380","24043","499","188305483","0.01452415759523493"
"Low","Lenny Kravitz","Raise Vibration","0.682","0.803","120496460","576712","14659","25303350","0.0047861323062934795"
"Djadja (feat. Maluma) - Remix","Aya Nakamura","NAKAMURA (Deluxe Edition)","0.682","0.791","22929359","264846","2512","333547467","0.011550519140112028"
"Selfies","Natanael Cano","Selfies","0.682","0.777","21170648","236309","7896","26419080","0.011162105193945882"
"RON COLA","Rauw Alejandro","SATURNO","0.682","0.739","11596538","96149","2103","44067495","0.008291181385341038"
"À peu près","Lomepal","Mauvais Ordre","0.682","0.739","5113647","52651","448","24280705","0.010296174139513345"
"SNAP - High and Fast","Rosa Linn","SNAP PACK","0.682","0.715","10365919","176135","3708","72852362","0.016991739950890993"
"Como Me Duele","La Factoria","Nuevas Metas","0.682","0.703","3495766","13642","622","6355969","0.0039024351172246654"
"Mala Mía","LIT killah","MAWZ","0.682","0.68","53268364","738043","13885","74114244","0.0138551842891214"
"Turban","Yeat","Up 2 Më","0.682","0.669","11404201","190111","5923","70606456","0.016670260371594643"
"Pelado","NATTAN","Pelado","0.682","0.656","41572450","305206","3858","20766252","0.007341544700877624"
"Sledgehammer - 2012 Remaster","Peter Gabriel","So (25th Anniversary Deluxe Edition)","0.682","0.641","61856344","438054","20425","0","0.007081795846194855"
"Un Ángel para Tu Soledad","Patricio Rey y sus Redonditos de Ricota","Lobo Suelto","0.682","0.635","11107521","34087","762","50380292","0.0030688215669364928"
"Conexión","Justin Quiles","Conexión","0.682","0.635","53697766","471859","5296","78095584","0.008787311561527532"
"Conexión","Justin Quiles","Conexión","0.682","0.635","53697766","471859","5296","78095584","0.008787311561527532"
"Conexión","Jay Wheeler","Conexión","0.682","0.635","53697793","471864","5296","78095584","0.008787400256841096"
"Conexión","Jay Wheeler","Conexión","0.682","0.635","53697793","471864","5296","78095584","0.008787400256841096"
"Shake","Ying Yang Twins","U.S.A. (United State of Atlanta)","0.681","0.918","22162858","85634","2812","40036878","0.0038638518552074827"
"ULALA (OOH LA LA)","Myke Towers","ULALA (OOH LA LA)","0.681","0.872","9060609","227856","3837","42618413","0.025147978463699296"
"ULALA (OOH LA LA)","Myke Towers","ULALA (OOH LA LA)","0.681","0.872","9060609","227856","3837","42618413","0.025147978463699296"
"ULALA (OOH LA LA)","Daddy Yankee","ULALA (OOH LA LA)","0.681","0.872","9058435","227824","3837","42618413","0.02515048129174631"
"ULALA (OOH LA LA)","Daddy Yankee","ULALA (OOH LA LA)","0.681","0.872","9058435","227824","3837","42618413","0.02515048129174631"
"Screwed (feat. Zoë Kravitz)","Janelle Monáe","Dirty Computer","0.681","0.73","1622289","38582","1206","18449158","0.023782445667818744"
"Love Tonight (Edit)","Shouse","Love Tonight","0.681","0.727","8318071","0","851","371628569","0"
"Vuelve","Fran C","Vuelve","0.681","0.707","3495814","44216","1295","4556433","0.01264827018828805"
"Wrong Way","Sublime","Sublime","0.681","0.69","33962986","128586","4004","132799627","0.0037860628626705554"
"Toma Cuidado (feat. Mr. Dan) - Ao Vivo","Gaab","Live Mixturadin","0.681","0.647","1437370","3682","53","4225416","0.002561622964163716"
"Yaz Yaz Yaz","mor ve ötesi","Kay?tlar 2005-2016","0.681","0.635","5567381","46570","1510","11808581","0.008364794864946373"
"Can't Control Myself","TAEYEON","INVU - The 3rd Album","0.681","0.626","16089331","592642","20981","23058315","0.036834471240600374"
"AGUA","Nile Rodgers","LEGENDADDY","0.68","0.834","56129815","587441","11121","46982369","0.010465756924372545"
"Million Dollars Worth of Game (feat. 42 Dugg)","2 Chainz","Dope Don't Sell Itself","0.68","0.81","6731124","111878","2044","38707318","0.01662099821664257"
"Zucker (feat. Vanessa Mason)","Peter Fox","Stadtaffe","0.68","0.804","3100212","16339","78","23825950","0.005270284741817656"
"Adiós Y Buena Suerte","Los Rehenes","Verdades Que Duelen","0.68","0.76","19208131","31932","722","17488956","0.001662420982030995"
"Kill Yourself (Part III)","$uicideboy$","My Liver Will Handle What My Heart Can't","0.68","0.753","31674988","396476","567","461180059","0.012517005531304384"
"More Justice","Damian Marley","Halfway Tree","0.68","0.745","6000431","16465","716","15184121","0.002743969558186737"
"Aunque Tu No Lo Sepas","El Canto Del Loco","Por Mi y por Todos Mis Compañeros","0.68","0.739","2024605","14352","302","38232787","0.007088790159068065"
"Cannibal","Kesha","Cannibal (Expanded Edition)","0.68","0.71","14603976","361740","13251","149684049","0.02476996675425925"
"Sexual Healing - Kygo Remix","Marvin Gaye","Sexual Healing (Kygo Remix)","0.68","0.689","20556625","107807","1627","220164864","0.005244392014739773"
"Hari Bersamanya","Sheila On 7","Berlayar","0.68","0.63","44606191","125772","7657","27546852","0.002819608605451203"
"Ninguém Merece Amar Sozinho","LUDMILLA","Ninguém Merece Amar Sozinho","0.68","0.622","3110359","23377","772","1546658","0.00751585267166909"
"Ninguém Merece Amar Sozinho","LUDMILLA","Ninguém Merece Amar Sozinho","0.68","0.622","3110359","23377","772","1546658","0.00751585267166909"
